year,region,label,pathogen,specimen,antibiotic_label,antibiotic,TOT,AST,SUS,INT,RES,UNK,P_SUS,CI_SUS_lower,CI_SUS_upper,P_INT,CI_INT_lower,CI_INT_upper,P_RES,CI_RES_lower,CI_RES_upper,P_UNK,BatchID,AntibioticClass
2018,Japan,JPN,Salmonella spp.,BLOOD,CRO,Ceftriaxone,557,385,381,1,3,172,98.96,97.36,99.6,0.26,0.01,1.46,0.78,0.27,2.27,30.88,GLASS,Cephalosporins
2018,Japan,JPN,Salmonella spp.,BLOOD,CTX,Cefotaxime,557,425,423,0,2,132,99.53,98.3,99.87,0,0,0.9,0.47,0.13,1.7,23.7,GLASS,Cephalosporins
2018,Japan,JPN,Salmonella spp.,BLOOD,IPM,Imipenem,557,491,490,0,1,66,99.8,98.86,99.99,0,0,0.78,0.2,0.01,1.14,11.85,GLASS,Carbapenems
2018,Japan,JPN,Salmonella spp.,BLOOD,LVX,Levofloxacin,557,545,536,4,5,12,98.35,96.89,99.13,0.73,0.29,1.87,0.92,0.39,2.13,2.15,GLASS,Fluoroquinolones
2018,Japan,JPN,Salmonella spp.,BLOOD,MEM,Meropenem,557,527,526,0,1,30,99.81,98.93,99.99,0,0,0.72,0.19,0.01,1.07,5.39,GLASS,Carbapenems
2018,Japan,JPN,Salmonella spp.,STOOL,CAZ,Ceftazidime,161,161,156,1,4,0,96.89,92.94,98.67,0.62,0.03,3.43,2.48,0.97,6.21,0,GLASS,Cephalosporins
2018,Japan,JPN,Salmonella spp.,STOOL,CIP,Ciprofloxacin,161,161,118,42,1,0,73.29,65.97,79.52,26.09,19.92,33.37,0.62,0.03,3.43,0,GLASS,Fluoroquinolones
2018,Japan,JPN,Salmonella spp.,STOOL,CTX,Cefotaxime,161,161,150,6,5,0,93.17,88.18,96.14,3.73,1.72,7.89,3.11,1.33,7.06,0,GLASS,Cephalosporins
2018,Japan,JPN,Salmonella spp.,STOOL,IPM,Imipenem,161,161,158,3,0,0,98.14,94.67,99.36,1.86,0.64,5.33,0,0,2.33,0,GLASS,Carbapenems
2018,Japan,JPN,Salmonella spp.,STOOL,MEM,Meropenem,161,161,161,0,0,0,100,97.67,100,0,0,2.33,0,0,2.33,0,GLASS,Carbapenems
2018,Japan,JPN,Shigella spp.,STOOL,CIP,Ciprofloxacin,156,156,123,0,33,0,78.85,71.78,84.52,0,0,2.4,21.15,15.48,28.22,0,GLASS,Fluoroquinolones
2018,Japan,JPN,Shigella spp.,STOOL,CTX,Cefotaxime,156,156,148,0,8,0,94.87,90.21,97.38,0,0,2.4,5.13,2.62,9.79,0,GLASS,Cephalosporins
2018,Cambodia,KHM,Acinetobacter spp.,BLOOD,AMK,Amikacin,98,98,84,0,14,0,85.71,77.44,91.3,0,0,3.77,14.29,8.7,22.56,0,GLASS,Aminoglycosides
2018,Cambodia,KHM,Acinetobacter spp.,BLOOD,CAZ,NA,101,101,69,6,26,0,68.32,58.71,76.58,5.94,2.75,12.36,25.74,18.22,35.05,0,GLASS,NA
2018,Cambodia,KHM,Acinetobacter spp.,BLOOD,CIP,NA,101,101,78,6,17,0,77.23,68.14,84.32,5.94,2.75,12.36,16.83,10.78,25.31,0,GLASS,NA
2018,Cambodia,KHM,Acinetobacter spp.,BLOOD,CRO,NA,23,23,5,12,6,0,21.74,9.66,41.9,52.17,32.96,70.76,26.09,12.55,46.47,0,GLASS,NA
2018,Cambodia,KHM,Acinetobacter spp.,BLOOD,FEP,NA,20,20,16,0,4,0,80,58.4,91.93,0,0,16.11,20,8.07,41.6,0,GLASS,NA
2018,Cambodia,KHM,Acinetobacter spp.,BLOOD,GEN,Gentamicin,101,101,74,1,26,0,73.27,63.9,80.93,0.99,0.05,5.4,25.74,18.22,35.05,0,GLASS,Aminoglycosides
2018,Cambodia,KHM,Acinetobacter spp.,BLOOD,IPM,Imipenem,21,21,14,0,7,0,66.67,45.37,82.81,0,0,15.46,33.33,17.19,54.63,0,GLASS,Carbapenems
2018,Cambodia,KHM,Acinetobacter spp.,BLOOD,MEM,Meropenem,98,98,75,5,18,0,76.53,67.24,83.82,5.1,2.2,11.39,18.37,11.95,27.17,0,GLASS,Carbapenems
2018,Cambodia,KHM,E. coli,BLOOD,AMK,NA,236,236,218,11,7,0,92.37,88.27,95.12,4.66,2.62,8.15,2.97,1.44,5.99,0,GLASS,NA
2018,Cambodia,KHM,E. coli,BLOOD,AMP,Ampicillin,251,251,14,0,237,0,5.58,3.35,9.14,0,0,1.51,94.42,90.86,96.65,0,GLASS,Penicillins
2018,Cambodia,KHM,E. coli,BLOOD,CAZ,Ceftazidime,253,253,111,33,109,0,43.87,37.9,50.03,13.04,9.44,17.75,43.08,37.13,49.24,0,GLASS,Cephalosporins
2018,Cambodia,KHM,E. coli,BLOOD,CIP,Ciprofloxacin,251,251,62,4,185,0,24.7,19.77,30.39,1.59,0.62,4.03,73.71,67.93,78.76,0,GLASS,Fluoroquinolones
2018,Cambodia,KHM,E. coli,BLOOD,CRO,Ceftriaxone,217,217,59,0,158,0,27.19,21.7,33.47,0,0,1.74,72.81,66.53,78.3,0,GLASS,Cephalosporins
2018,Cambodia,KHM,E. coli,BLOOD,CTX,Cefotaxime,70,70,14,0,56,0,20,12.3,30.82,0,0,5.2,80,69.18,87.7,0,GLASS,Cephalosporins
2018,Cambodia,KHM,E. coli,BLOOD,ETP,Ertapenem,228,228,168,1,59,0,73.68,67.61,78.97,0.44,0.02,2.44,25.88,20.63,31.93,0,GLASS,Carbapenems
2018,Cambodia,KHM,E. coli,BLOOD,FEP,Cefepime,226,226,69,54,103,0,30.53,24.89,36.82,23.89,18.8,29.86,45.58,39.21,52.09,0,GLASS,Cephalosporins
2018,Cambodia,KHM,E. coli,BLOOD,FOX,NA,119,119,92,3,24,0,77.31,69,83.91,2.52,0.86,7.15,20.17,13.94,28.26,0,GLASS,NA
2018,Cambodia,KHM,E. coli,BLOOD,GEN,NA,249,249,121,0,128,0,48.59,42.46,54.78,0,0,1.52,51.41,45.22,57.54,0,GLASS,NA
2018,Cambodia,KHM,E. coli,BLOOD,IPM,Imipenem,210,210,197,2,11,0,93.81,89.7,96.35,0.95,0.26,3.41,5.24,2.95,9.13,0,GLASS,Carbapenems
2018,Cambodia,KHM,E. coli,BLOOD,MEM,Meropenem,134,134,127,0,7,0,94.78,89.61,97.45,0,0,2.79,5.22,2.55,10.39,0,GLASS,Carbapenems
2018,Cambodia,KHM,E. coli,BLOOD,SXT,Co-trimoxazole,72,72,22,0,50,0,30.56,21.13,41.95,0,0,5.07,69.44,58.05,78.87,0,GLASS,Sulfonamides
2018,Cambodia,KHM,K. pneumoniae,BLOOD,AMK,NA,87,87,85,1,1,0,97.7,92,99.37,1.15,0.06,6.23,1.15,0.06,6.23,0,GLASS,NA
2018,Cambodia,KHM,K. pneumoniae,BLOOD,AMP,NA,94,94,0,0,94,0,0,0,3.93,0,0,3.93,100,96.07,100,0,GLASS,NA
2018,Cambodia,KHM,K. pneumoniae,BLOOD,CAZ,Ceftazidime,94,94,49,9,36,0,52.13,42.15,61.94,9.57,5.12,17.2,38.3,29.11,48.4,0,GLASS,Cephalosporins
2018,Cambodia,KHM,K. pneumoniae,BLOOD,CIP,Ciprofloxacin,95,95,47,27,21,0,49.47,39.64,59.35,28.42,20.33,38.19,22.11,14.94,31.44,0,GLASS,Fluoroquinolones
2018,Cambodia,KHM,K. pneumoniae,BLOOD,CRO,Ceftriaxone,89,89,42,1,46,0,47.19,37.15,57.46,1.12,0.06,6.09,51.69,41.45,61.78,0,GLASS,Cephalosporins
2018,Cambodia,KHM,K. pneumoniae,BLOOD,CTX,Cefotaxime,10,10,4,0,6,0,40,16.82,68.73,0,0,27.75,60,31.27,83.18,0,GLASS,Cephalosporins
2018,Cambodia,KHM,K. pneumoniae,BLOOD,ETP,Ertapenem,62,62,52,0,10,0,83.87,72.79,91,0,0,5.83,16.13,9,27.21,0,GLASS,Carbapenems
2018,Cambodia,KHM,K. pneumoniae,BLOOD,FEP,Cefepime,88,88,49,13,26,0,55.68,45.28,65.61,14.77,8.84,23.65,29.55,21.03,39.77,0,GLASS,Cephalosporins
2018,Cambodia,KHM,K. pneumoniae,BLOOD,FOX,NA,34,34,25,1,8,0,73.53,56.88,85.4,2.94,0.15,14.92,23.53,12.44,40,0,GLASS,NA
2018,Cambodia,KHM,K. pneumoniae,BLOOD,GEN,NA,95,95,65,0,30,0,68.42,58.51,76.9,0,0,3.89,31.58,23.1,41.49,0,GLASS,NA
2018,Cambodia,KHM,K. pneumoniae,BLOOD,IPM,Imipenem,87,87,83,2,2,0,95.4,88.77,98.2,2.3,0.63,8,2.3,0.63,8,0,GLASS,Carbapenems
2018,Cambodia,KHM,K. pneumoniae,BLOOD,MEM,Meropenem,60,60,58,1,1,0,96.67,88.64,99.08,1.67,0.09,8.86,1.67,0.09,8.86,0,GLASS,Carbapenems
2018,Cambodia,KHM,K. pneumoniae,BLOOD,SXT,Co-trimoxazole,13,13,6,0,7,0,46.15,23.21,70.86,0,0,22.81,53.85,29.14,76.79,0,GLASS,Sulfonamides
2018,Cambodia,KHM,S. aureus,BLOOD,CIP,NA,38,38,23,0,15,0,60.53,44.72,74.4,0,0,9.18,39.47,25.6,55.28,0,GLASS,NA
2018,Cambodia,KHM,S. aureus,BLOOD,FOX,Cefoxitin,41,41,21,0,20,0,51.22,36.48,65.75,0,0,8.57,48.78,34.25,63.52,0,GLASS,Cephalosporins
2018,Cambodia,KHM,S. aureus,BLOOD,GEN,NA,70,70,46,1,23,0,65.71,54.04,75.75,1.43,0.07,7.66,32.86,23,44.5,0,GLASS,NA
2018,Cambodia,KHM,S. aureus,BLOOD,PEN,NA,67,67,2,0,65,0,2.99,0.82,10.25,0,0,5.42,97.01,89.75,99.18,0,GLASS,NA
2018,Cambodia,KHM,S. aureus,BLOOD,SXT,NA,13,13,13,0,0,0,100,77.19,100,0,0,22.81,0,0,22.81,0,GLASS,NA
2018,Cambodia,KHM,S. pneumoniae,BLOOD,CRO,Ceftriaxone,11,11,10,1,0,0,90.91,62.26,99.53,9.09,0.47,37.74,0,0,25.88,0,GLASS,Cephalosporins
2018,Cambodia,KHM,S. pneumoniae,BLOOD,PEN,Penicillin G,10,10,4,0,6,0,40,16.82,68.73,0,0,27.75,60,31.27,83.18,0,GLASS,Penicillins
2018,Cambodia,KHM,Salmonella spp.,BLOOD,AMP,NA,17,17,12,0,5,0,70.59,46.87,86.72,0,0,18.43,29.41,13.28,53.13,0,GLASS,NA
2018,Cambodia,KHM,Salmonella spp.,BLOOD,CIP,Ciprofloxacin,17,17,3,6,8,0,17.65,6.19,41.03,35.29,17.31,58.7,47.06,26.17,69.04,0,GLASS,Fluoroquinolones
2018,Cambodia,KHM,Salmonella spp.,BLOOD,CRO,Ceftriaxone,16,16,14,0,2,0,87.5,63.98,96.5,0,0,19.36,12.5,3.5,36.02,0,GLASS,Cephalosporins
2018,Cambodia,KHM,Salmonella spp.,BLOOD,SXT,NA,10,10,9,0,1,0,90,59.58,99.49,0,0,27.75,10,0.51,40.42,0,GLASS,NA
2018,Republic of Korea,KOR,Acinetobacter spp.,BLOOD,AMK,Amikacin,247,247,106,3,138,0,42.91,36.9,49.15,1.21,0.41,3.51,55.87,49.64,61.93,0,GLASS,Aminoglycosides
2018,Republic of Korea,KOR,Acinetobacter spp.,BLOOD,COL,Colistin,248,248,247,0,1,0,99.6,97.75,99.98,0,0,1.53,0.4,0.02,2.25,0,GLASS,Polymyxins
2018,Republic of Korea,KOR,Acinetobacter spp.,BLOOD,GEN,Gentamicin,247,247,95,9,143,0,38.46,32.62,44.66,3.64,1.93,6.78,57.89,51.66,63.88,0,GLASS,Aminoglycosides
2018,Republic of Korea,KOR,Acinetobacter spp.,BLOOD,IPM,Imipenem,247,247,54,1,192,0,21.86,17.16,27.43,0.4,0.02,2.26,77.73,72.14,82.47,0,GLASS,Carbapenems
2018,Republic of Korea,KOR,Acinetobacter spp.,BLOOD,MEM,Meropenem,247,247,53,1,193,0,21.46,16.8,26.99,0.4,0.02,2.26,78.14,72.57,82.84,0,GLASS,Carbapenems
2018,Republic of Korea,KOR,Acinetobacter spp.,BLOOD,MNO,Minocycline,247,247,225,21,1,0,91.09,86.88,94.04,8.5,5.63,12.65,0.4,0.02,2.26,0,GLASS,Tetracyclines
2018,Republic of Korea,KOR,Acinetobacter spp.,BLOOD,TGC,Tigecycline,247,247,168,73,6,0,68.02,61.96,73.52,29.55,24.21,35.52,2.43,1.12,5.2,0,GLASS,Glycycyclines
2018,Republic of Korea,KOR,E. coli,BLOOD,AMP,Ampicillin,1724,1724,475,76,1173,0,27.55,25.49,29.71,4.41,3.54,5.48,68.04,65.8,70.2,0,GLASS,Penicillins
2018,Republic of Korea,KOR,E. coli,BLOOD,CAZ,Ceftazidime,1724,1724,1343,162,219,0,77.9,75.88,79.8,9.4,8.11,10.87,12.7,11.21,14.36,0,GLASS,Cephalosporins
2018,Republic of Korea,KOR,E. coli,BLOOD,CIP,Ciprofloxacin,1724,1724,970,18,736,0,56.26,53.91,58.59,1.04,0.66,1.64,42.69,40.38,45.04,0,GLASS,Fluoroquinolones
2018,Republic of Korea,KOR,E. coli,BLOOD,COL,Colistin,1724,1724,1723,0,1,0,99.94,99.67,100,0,0,0.22,0.06,0,0.33,0,GLASS,Polymyxins
2018,Republic of Korea,KOR,E. coli,BLOOD,CTX,Cefotaxime,1724,1724,1043,15,666,0,60.5,58.17,62.78,0.87,0.53,1.43,38.63,36.36,40.95,0,GLASS,Cephalosporins
2018,Republic of Korea,KOR,E. coli,BLOOD,ETP,Ertapenem,1724,1724,1719,2,3,0,99.71,99.32,99.88,0.12,0.03,0.42,0.17,0.06,0.51,0,GLASS,Carbapenems
2018,Republic of Korea,KOR,E. coli,BLOOD,FEP,Cefepime,1724,1724,1097,200,427,0,63.63,61.33,65.87,11.6,10.17,13.2,24.77,22.79,26.86,0,GLASS,Cephalosporins
2018,Republic of Korea,KOR,E. coli,BLOOD,IPM,Imipenem,1724,1724,1722,1,1,0,99.88,99.58,99.97,0.06,0,0.33,0.06,0,0.33,0,GLASS,Carbapenems
2018,Republic of Korea,KOR,E. coli,BLOOD,MEM,Meropenem,1724,1724,1723,0,1,0,99.94,99.67,100,0,0,0.22,0.06,0,0.33,0,GLASS,Carbapenems
2018,Republic of Korea,KOR,E. coli,URINE,AMP,Ampicillin,7255,7255,2025,180,5050,0,27.91,26.89,28.96,2.48,2.15,2.86,69.61,68.54,70.65,0,GLASS,Penicillins
2018,Republic of Korea,KOR,E. coli,URINE,CAZ,Ceftazidime,7255,7255,5990,522,743,0,82.56,81.67,83.42,7.2,6.62,7.81,10.24,9.56,10.96,0,GLASS,Cephalosporins
2018,Republic of Korea,KOR,E. coli,URINE,CIP,Ciprofloxacin,7255,7255,4168,133,2954,0,57.45,56.31,58.58,1.83,1.55,2.17,40.72,39.59,41.85,0,GLASS,Fluoroquinolones
2018,Republic of Korea,KOR,E. coli,URINE,COL,Colistin,7255,7255,7247,0,8,0,99.89,99.78,99.94,0,0,0.05,0.11,0.06,0.22,0,GLASS,Polymyxins
2018,Republic of Korea,KOR,E. coli,URINE,CTX,Cefotaxime,7255,7255,4714,130,2411,0,64.98,63.87,66.07,1.79,1.51,2.12,33.23,32.16,34.32,0,GLASS,Cephalosporins
2018,Republic of Korea,KOR,E. coli,URINE,ETP,Ertapenem,7255,7255,7231,9,15,0,99.67,99.51,99.78,0.12,0.07,0.24,0.21,0.13,0.34,0,GLASS,Carbapenems
2018,Republic of Korea,KOR,E. coli,URINE,FEP,Cefepime,7255,7255,5074,867,1314,0,69.94,68.87,70.98,11.95,11.22,12.72,18.11,17.24,19.01,0,GLASS,Cephalosporins
2018,Republic of Korea,KOR,E. coli,URINE,IPM,Imipenem,7255,7255,7246,4,5,0,99.88,99.76,99.93,0.06,0.02,0.14,0.07,0.03,0.16,0,GLASS,Carbapenems
2018,Republic of Korea,KOR,E. coli,URINE,MEM,Meropenem,7255,7255,7251,1,3,0,99.94,99.86,99.98,0.01,0,0.08,0.04,0.01,0.12,0,GLASS,Carbapenems
2018,Republic of Korea,KOR,K. pneumoniae,BLOOD,CAZ,Ceftazidime,701,701,533,23,145,0,76.03,72.74,79.05,3.28,2.2,4.88,20.68,17.85,23.84,0,GLASS,Cephalosporins
2018,Republic of Korea,KOR,K. pneumoniae,BLOOD,CIP,Ciprofloxacin,701,701,512,30,159,0,73.04,69.63,76.19,4.28,3.01,6.04,22.68,19.74,25.93,0,GLASS,Fluoroquinolones
2018,Republic of Korea,KOR,K. pneumoniae,BLOOD,COL,Colistin,699,699,696,0,3,0,99.57,98.75,99.85,0,0,0.55,0.43,0.15,1.25,0,GLASS,Polymyxins
2018,Republic of Korea,KOR,K. pneumoniae,BLOOD,CTX,Cefotaxime,701,701,507,4,190,0,72.33,68.9,75.51,0.57,0.22,1.46,27.1,23.95,30.51,0,GLASS,Cephalosporins
2018,Republic of Korea,KOR,K. pneumoniae,BLOOD,ETP,Ertapenem,701,701,681,5,15,0,97.15,95.63,98.15,0.71,0.31,1.66,2.14,1.3,3.5,0,GLASS,Carbapenems
2018,Republic of Korea,KOR,K. pneumoniae,BLOOD,FEP,Cefepime,701,701,515,42,144,0,73.47,70.08,76.6,5.99,4.46,8,20.54,17.72,23.69,0,GLASS,Cephalosporins
2018,Republic of Korea,KOR,K. pneumoniae,BLOOD,IPM,Imipenem,701,701,690,1,10,0,98.43,97.21,99.12,0.14,0.01,0.8,1.43,0.78,2.61,0,GLASS,Carbapenems
2018,Republic of Korea,KOR,K. pneumoniae,BLOOD,MEM,Meropenem,701,701,688,1,12,0,98.15,96.85,98.91,0.14,0.01,0.8,1.71,0.98,2.97,0,GLASS,Carbapenems
2018,Republic of Korea,KOR,K. pneumoniae,URINE,CAZ,Ceftazidime,1299,1299,860,74,365,0,66.2,63.59,68.73,5.7,4.56,7.09,28.1,25.72,30.6,0,GLASS,Cephalosporins
2018,Republic of Korea,KOR,K. pneumoniae,URINE,CIP,Ciprofloxacin,1299,1299,802,75,422,0,61.74,59.07,64.34,5.77,4.63,7.18,32.49,29.99,35.08,0,GLASS,Fluoroquinolones
2018,Republic of Korea,KOR,K. pneumoniae,URINE,COL,Colistin,1299,1299,1287,0,12,0,99.08,98.39,99.47,0,0,0.29,0.92,0.53,1.61,0,GLASS,Polymyxins
2018,Republic of Korea,KOR,K. pneumoniae,URINE,CTX,Cefotaxime,1299,1299,726,30,543,0,55.89,53.18,58.57,2.31,1.62,3.28,41.8,39.15,44.5,0,GLASS,Cephalosporins
2018,Republic of Korea,KOR,K. pneumoniae,URINE,ETP,Ertapenem,1299,1299,1280,6,13,0,98.54,97.73,99.06,0.46,0.21,1,1,0.59,1.7,0,GLASS,Carbapenems
2018,Republic of Korea,KOR,K. pneumoniae,URINE,FEP,Cefepime,1299,1299,793,144,362,0,61.05,58.37,63.66,11.09,9.49,12.91,27.87,25.5,30.37,0,GLASS,Cephalosporins
2018,Republic of Korea,KOR,K. pneumoniae,URINE,IPM,Imipenem,1299,1299,1291,0,8,0,99.38,98.79,99.69,0,0,0.29,0.62,0.31,1.21,0,GLASS,Carbapenems
2018,Republic of Korea,KOR,K. pneumoniae,URINE,MEM,Meropenem,1299,1299,1288,2,9,0,99.15,98.49,99.53,0.15,0.04,0.56,0.69,0.36,1.31,0,GLASS,Carbapenems
2018,Republic of Korea,KOR,S. aureus,BLOOD,FOX,Cefoxitin,743,743,393,0,350,0,52.89,49.3,56.46,0,0,0.51,47.11,43.54,50.7,0,GLASS,Cephalosporins
2018,Republic of Korea,KOR,S. pneumoniae,BLOOD,CRO,Ceftriaxone,48,48,32,11,5,0,66.67,52.54,78.32,22.92,13.31,36.54,10.42,4.53,22.17,0,GLASS,Cephalosporins
2018,Republic of Korea,KOR,S. pneumoniae,BLOOD,CTX,Cefotaxime,48,48,29,16,3,0,60.42,46.31,72.98,33.33,21.68,47.46,6.25,2.15,16.84,0,GLASS,Cephalosporins
2018,Republic of Korea,KOR,S. pneumoniae,BLOOD,OXA,Oxacillin,48,48,12,0,36,0,25,14.92,38.78,0,0,7.41,75,61.22,85.08,0,GLASS,Penicillins
2018,Republic of Korea,KOR,S. pneumoniae,BLOOD,PEN,Penicillin G,48,48,30,14,4,0,62.5,48.36,74.78,29.17,18.24,43.18,8.33,3.29,19.55,0,GLASS,Penicillins
2018,Republic of Korea,KOR,Salmonella spp.,BLOOD,CAZ,Ceftazidime,55,55,54,0,1,0,98.18,90.39,99.91,0,0,6.53,1.82,0.09,9.61,0,GLASS,Cephalosporins
2018,Republic of Korea,KOR,Salmonella spp.,BLOOD,CIP,Ciprofloxacin,55,55,42,11,2,0,76.36,63.65,85.63,20,11.55,32.36,3.64,1,12.32,0,GLASS,Fluoroquinolones
2018,Republic of Korea,KOR,Salmonella spp.,BLOOD,CTX,Cefotaxime,55,55,53,0,2,0,96.36,87.68,99,0,0,6.53,3.64,1,12.32,0,GLASS,Cephalosporins
2018,Republic of Korea,KOR,Salmonella spp.,BLOOD,IPM,Imipenem,55,55,55,0,0,0,100,93.47,100,0,0,6.53,0,0,6.53,0,GLASS,Carbapenems
2018,Republic of Korea,KOR,Salmonella spp.,STOOL,CAZ,Ceftazidime,163,163,148,1,14,0,90.8,85.37,94.34,0.61,0.03,3.39,8.59,5.19,13.9,0,GLASS,Cephalosporins
2018,Republic of Korea,KOR,Salmonella spp.,STOOL,CIP,Ciprofloxacin,163,163,113,45,5,0,69.33,61.87,75.89,27.61,21.32,34.93,3.07,1.32,6.98,0,GLASS,Fluoroquinolones
2018,Republic of Korea,KOR,Salmonella spp.,STOOL,CTX,Cefotaxime,163,163,146,0,17,0,89.57,83.93,93.39,0,0,2.3,10.43,6.61,16.07,0,GLASS,Cephalosporins
2018,Republic of Korea,KOR,Salmonella spp.,STOOL,IPM,Imipenem,163,163,163,0,0,0,100,97.7,100,0,0,2.3,0,0,2.3,0,GLASS,Carbapenems
2018,Kosovo,KOS,Acinetobacter spp.,BLOOD,AMK,Amikacin,60,60,8,0,52,0,13.33,6.91,24.17,0,0,6.02,86.67,75.83,93.09,0,CAESAR,Aminoglycosides
2018,Kosovo,KOS,Acinetobacter spp.,BLOOD,COL,Colistin,60,60,60,0,0,0,100,93.98,100,0,0,6.02,0,0,6.02,0,CAESAR,Polymyxins
2018,Kosovo,KOS,Acinetobacter spp.,BLOOD,GEN,Gentamicin,60,60,9,0,51,0,15,8.1,26.11,0,0,6.02,85,73.89,91.9,0,CAESAR,Aminoglycosides
2018,Kosovo,KOS,Acinetobacter spp.,BLOOD,IPM,Imipenem,60,60,8,0,52,0,13.33,6.91,24.17,0,0,6.02,86.67,75.83,93.09,0,CAESAR,Carbapenems
2018,Kosovo,KOS,Acinetobacter spp.,BLOOD,MEM,Meropenem,60,60,8,1,51,0,13.33,6.91,24.17,1.67,0.09,8.86,85,73.89,91.9,0,CAESAR,Carbapenems
2018,Kosovo,KOS,E. coli,BLOOD,AMP,Ampicillin,12,12,1,0,11,0,8.33,0.43,35.39,0,0,24.25,91.67,64.61,99.57,0,CAESAR,Penicillins
2018,Kosovo,KOS,E. coli,BLOOD,CAZ,Ceftazidime,12,12,6,0,6,0,50,25.38,74.62,0,0,24.25,50,25.38,74.62,0,CAESAR,Cephalosporins
2018,Kosovo,KOS,E. coli,BLOOD,CIP,Ciprofloxacin,12,12,4,1,7,0,33.33,13.81,60.94,8.33,0.43,35.39,58.33,31.95,80.67,0,CAESAR,Fluoroquinolones
2018,Kosovo,KOS,E. coli,BLOOD,COL,Colistin,12,12,12,0,0,0,100,75.75,100,0,0,24.25,0,0,24.25,0,CAESAR,Polymyxins
2018,Kosovo,KOS,E. coli,BLOOD,CRO,Ceftriaxone,12,12,5,0,7,0,41.67,19.33,68.05,0,0,24.25,58.33,31.95,80.67,0,CAESAR,Cephalosporins
2018,Kosovo,KOS,E. coli,BLOOD,CTX,Cefotaxime,12,12,5,0,7,0,41.67,19.33,68.05,0,0,24.25,58.33,31.95,80.67,0,CAESAR,Cephalosporins
2018,Kosovo,KOS,E. coli,BLOOD,ETP,Ertapenem,12,12,12,0,0,0,100,75.75,100,0,0,24.25,0,0,24.25,0,CAESAR,Carbapenems
2018,Kosovo,KOS,E. coli,BLOOD,IPM,Imipenem,12,12,12,0,0,0,100,75.75,100,0,0,24.25,0,0,24.25,0,CAESAR,Carbapenems
2018,Kosovo,KOS,E. coli,BLOOD,LVX,Levofloxacin,12,12,3,3,6,0,25,8.89,53.23,25,8.89,53.23,50,25.38,74.62,0,CAESAR,Fluoroquinolones
2018,Kosovo,KOS,E. coli,BLOOD,MEM,Meropenem,12,12,12,0,0,0,100,75.75,100,0,0,24.25,0,0,24.25,0,CAESAR,Carbapenems
2018,Kosovo,KOS,K. pneumoniae,BLOOD,CAZ,Ceftazidime,65,65,54,6,5,0,83.08,72.18,90.28,9.23,4.3,18.71,7.69,3.33,16.78,0,CAESAR,Cephalosporins
2018,Kosovo,KOS,K. pneumoniae,BLOOD,CIP,Ciprofloxacin,65,65,61,0,4,0,93.85,85.22,97.58,0,0,5.58,6.15,2.42,14.78,0,CAESAR,Fluoroquinolones
2018,Kosovo,KOS,K. pneumoniae,BLOOD,COL,Colistin,65,64,61,0,3,1,95.31,87.1,98.39,0,0,5.66,4.69,1.61,12.9,1.54,CAESAR,Polymyxins
2018,Kosovo,KOS,K. pneumoniae,BLOOD,CRO,Ceftriaxone,65,64,1,0,63,1,1.56,0.08,8.33,0,0,5.66,98.44,91.67,99.92,1.54,CAESAR,Cephalosporins
2018,Kosovo,KOS,K. pneumoniae,BLOOD,CTX,Cefotaxime,65,65,2,0,63,0,3.08,0.85,10.54,0,0,5.58,96.92,89.46,99.15,0,CAESAR,Cephalosporins
2018,Kosovo,KOS,K. pneumoniae,BLOOD,ETP,Ertapenem,65,65,64,0,1,0,98.46,91.79,99.92,0,0,5.58,1.54,0.08,8.21,0,CAESAR,Carbapenems
2018,Kosovo,KOS,K. pneumoniae,BLOOD,IPM,Imipenem,65,65,64,1,0,0,98.46,91.79,99.92,1.54,0.08,8.21,0,0,5.58,0,CAESAR,Carbapenems
2018,Kosovo,KOS,K. pneumoniae,BLOOD,LVX,Levofloxacin,65,64,61,0,3,1,95.31,87.1,98.39,0,0,5.66,4.69,1.61,12.9,1.54,CAESAR,Fluoroquinolones
2018,Kosovo,KOS,K. pneumoniae,BLOOD,MEM,Meropenem,65,65,64,0,1,0,98.46,91.79,99.92,0,0,5.58,1.54,0.08,8.21,0,CAESAR,Carbapenems
2018,Kosovo,KOS,S. aureus,BLOOD,FOX,Cefoxitin,26,26,11,0,15,0,42.31,25.54,61.05,0,0,12.87,57.69,38.95,74.46,0,CAESAR,Cephalosporins
2018,Lao People<U+0092>s Democratic Republic,LAO,Acinetobacter spp.,BLOOD,GEN,Gentamicin,27,24,20,0,4,3,83.33,64.15,93.32,0,0,13.8,16.67,6.68,35.85,11.11,GLASS,Aminoglycosides
2018,Lao People<U+0092>s Democratic Republic,LAO,E. coli,BLOOD,AMP,Ampicillin,110,110,8,2,100,0,7.27,3.73,13.7,1.82,0.5,6.39,90.91,84.07,94.99,0,GLASS,Penicillins
2018,Lao People<U+0092>s Democratic Republic,LAO,E. coli,BLOOD,CAZ,Ceftazidime,110,65,20,16,29,45,30.77,20.89,42.8,24.62,15.76,36.31,44.62,33.17,56.66,40.91,GLASS,Cephalosporins
2018,Lao People<U+0092>s Democratic Republic,LAO,E. coli,BLOOD,CIP,Ciprofloxacin,110,110,51,20,39,0,46.36,37.33,55.65,18.18,12.09,26.42,35.45,27.14,44.75,0,GLASS,Fluoroquinolones
